32
0.0,0.548,3492.613,0.192,0.183,0.215,0.242,0.215,0.239,0.233,0.253,0.194,0.239,0.0,0.588,0.366,0.331,0.434,0.459,0.489,0.594,0.17,0.488,0.446,0.287,0.057,0.281,0.35,0.502,0.505,0.396,0.435
0.0,0.493,3493.093,0.485,0.438,0.444,0.407,0.424,0.437,0.402,0.379,0.417,0.516,0.588,0.0,0.624,0.487,0.568,0.304,0.27,0.089,0.495,0.1,0.289,0.603,0.619,0.406,0.497,0.441,0.25,0.253,0.168
0.0,0.274,3492.469,0.218,0.279,0.238,0.26,0.262,0.226,0.274,0.287,0.299,0.155,0.366,0.624,0.0,0.137,0.109,0.34,0.383,0.577,0.231,0.543,0.347,0.079,0.326,0.234,0.128,0.266,0.407,0.372,0.462
0.0,0.22,3492.606,0.142,0.185,0.138,0.144,0.157,0.117,0.16,0.166,0.198,0.095,0.331,0.487,0.137,0.0,0.121,0.213,0.256,0.443,0.163,0.406,0.216,0.131,0.31,0.107,0.022,0.183,0.279,0.235,0.326
0.0,0.167,3492.531,0.255,0.304,0.258,0.265,0.277,0.238,0.281,0.286,0.319,0.197,0.434,0.568,0.109,0.121,0.0,0.268,0.309,0.51,0.274,0.499,0.28,0.168,0.404,0.226,0.1,0.166,0.332,0.326,0.419
0.0,0.2,3492.799,0.283,0.275,0.249,0.217,0.244,0.227,0.226,0.207,0.268,0.279,0.459,0.304,0.34,0.213,0.268,0.0,0.043,0.242,0.303,0.25,0.022,0.343,0.462,0.184,0.215,0.141,0.067,0.103,0.178
0.0,0.225,3492.84,0.319,0.306,0.283,0.249,0.275,0.263,0.256,0.235,0.295,0.319,0.489,0.27,0.383,0.256,0.309,0.043,0.0,0.202,0.338,0.225,0.044,0.385,0.496,0.22,0.258,0.171,0.024,0.108,0.162
0.0,0.418,3493.041,0.465,0.428,0.424,0.386,0.407,0.412,0.385,0.361,0.409,0.486,0.594,0.089,0.577,0.443,0.51,0.242,0.202,0.0,0.478,0.131,0.231,0.566,0.618,0.376,0.449,0.37,0.18,0.219,0.159
0.0,0.378,3492.628,0.022,0.062,0.055,0.093,0.071,0.075,0.093,0.117,0.086,0.079,0.17,0.495,0.231,0.163,0.274,0.303,0.338,0.478,0.0,0.398,0.293,0.162,0.161,0.119,0.183,0.332,0.357,0.263,0.328
0.0,0.449,3493.01,0.389,0.34,0.349,0.312,0.328,0.344,0.306,0.283,0.318,0.424,0.488,0.1,0.543,0.406,0.499,0.25,0.225,0.131,0.398,0.0,0.231,0.515,0.519,0.316,0.419,0.391,0.213,0.174,0.081
0.0,0.22,3492.81,0.275,0.263,0.239,0.206,0.232,0.219,0.213,0.193,0.253,0.276,0.446,0.289,0.347,0.216,0.28,0.022,0.044,0.231,0.293,0.231,0.0,0.344,0.452,0.175,0.22,0.161,0.065,0.081,0.157
0.0,0.323,3492.495,0.154,0.218,0.183,0.212,0.207,0.177,0.223,0.241,0.24,0.096,0.287,0.603,0.079,0.131,0.168,0.343,0.385,0.566,0.162,0.515,0.344,0.0,0.247,0.199,0.134,0.3,0.408,0.351,0.437
0.0,0.53,3492.56,0.182,0.193,0.214,0.246,0.221,0.236,0.241,0.264,0.209,0.216,0.057,0.619,0.326,0.31,0.404,0.462,0.496,0.618,0.161,0.519,0.452,0.247,0.0,0.279,0.328,0.489,0.513,0.411,0.46
0.0,0.282,3492.694,0.1,0.103,0.066,0.046,0.069,0.044,0.061,0.06,0.106,0.111,0.281,0.406,0.234,0.107,0.226,0.184,0.22,0.376,0.119,0.316,0.175,0.199,0.279,0.0,0.127,0.229,0.24,0.157,0.238
0.0,0.203,3492.596,0.163,0.206,0.16,0.165,0.178,0.139,0.182,0.187,0.219,0.113,0.35,0.497,0.128,0.022,0.1,0.215,0.258,0.449,0.183,0.419,0.22,0.134,0.328,0.127,0.0,0.17,0.281,0.246,0.338
0.0,0.061,3492.682,0.31,0.331,0.29,0.274,0.297,0.265,0.288,0.279,0.334,0.276,0.502,0.441,0.266,0.183,0.166,0.141,0.171,0.37,0.332,0.391,0.161,0.3,0.489,0.229,0.17,0.0,0.191,0.235,0.318
0.0,0.243,3492.863,0.339,0.322,0.302,0.267,0.293,0.283,0.273,0.252,0.311,0.341,0.505,0.25,0.407,0.279,0.332,0.067,0.024,0.18,0.357,0.213,0.065,0.408,0.513,0.24,0.281,0.191,0.0,0.116,0.155
0.0,0.296,3492.841,0.248,0.218,0.208,0.17,0.193,0.194,0.172,0.148,0.203,0.268,0.396,0.253,0.372,0.235,0.326,0.103,0.108,0.219,0.263,0.174,0.081,0.351,0.411,0.157,0.246,0.235,0.116,0.0,0.093
0.0,0.378,3492.93,0.317,0.273,0.276,0.238,0.257,0.268,0.234,0.211,0.253,0.348,0.435,0.168,0.462,0.326,0.419,0.178,0.162,0.159,0.328,0.081,0.157,0.437,0.46,0.238,0.338,0.318,0.155,0.093,0.0
