userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
100822654@N07,58,14,1400847860,1400847980,1,8,120
100822654@N07,59,9,1401154720,1401154957,4,3,237
100822654@N07,59,19,1401154957,1401155187,2,3,230
100822654@N07,59,20,1401155187,1401156267,4,3,1080
10084809@N04,60,16,1459927510,1459928230,1,1,720
10084825@N03,61,26,1319170801,1319170981,2,1,180
10084825@N03,62,9,1319278736,1319278976,3,1,240
100948027@N07,63,15,1315117798,1315117978,2,5,180
100948027@N07,63,18,1315124664,1315124902,2,5,238
100948027@N07,63,13,1315124902,1315125502,3,5,600
100948027@N07,63,17,1315126610,1315127990,3,5,1380
100948027@N07,63,1,1315131370,1315131970,2,5,600
100948027@N07,64,9,1315454263,1315454326,2,2,63
100948027@N07,64,16,1315454326,1315455046,1,2,720
100948027@N07,65,22,1315697201,1315697801,2,1,600
101036843@N06,66,27,1392978519,1392979719,2,1,1200
10104201@N00,67,12,1416365010,1416365850,1,1,840
10104201@N00,68,17,1416452830,1416454210,1,1,1380
101044534@N02,69,2,1381057538,1381057628,1,1,90
101068170@N05,70,7,1372493796,1372493886,3,2,90
101068170@N05,70,8,1372494015,1372494135,1,2,120
101118128@N08,71,10,1446593686,1446594106,2,1,420
101195207@N02,72,27,1466375699,1466376899,2,4,1200
101195207@N02,72,6,1466382999,1466383254,3,4,255
101195207@N02,72,3,1466398969,1466399239,2,4,270
101195207@N02,72,2,1466410721,1466410811,1,4,90
101195207@N02,73,26,1467338964,1467339144,2,4,180
101195207@N02,73,6,1467351475,1467351616,3,4,141
101195207@N02,73,4,1467351616,1467352343,2,4,727
101195207@N02,73,27,1467352343,1467353543,2,4,1200
10120262@N06,74,27,1240780578,1240781778,3,1,1200
101256016@N07,75,27,1381888618,1381889818,19,3,1200
101256016@N07,75,14,1381902719,1381902839,35,3,120
101256016@N07,75,11,1381912641,1381912821,48,3,180
101324125@N05,76,14,1372914337,1372914457,2,4,120
101324125@N05,76,22,1372927735,1372928335,2,4,600
101324125@N05,76,26,1372929913,1372930093,4,4,180
101324125@N05,76,2,1372945147,1372945237,1,4,90
10135048@N06,77,2,1316494478,1316494568,1,1,90
10139125@N03,78,20,1345691303,1345692383,2,2,1080
10139125@N03,78,22,1345695322,1345695922,1,2,600
101402820@N02,79,17,1420336486,1420337866,2,3,1380
101402820@N02,79,20,1420344311,1420345391,3,3,1080
101402820@N02,79,18,1420351656,1420353456,1,3,1800
101445497@N05,80,10,1221974404,1221974824,2,3,420
101445497@N05,80,13,1221982916,1221983516,2,3,600
101445497@N05,80,27,1221990133,1221991333,1,3,1200
101445497@N05,81,27,1222158487,1222158839,2,4,352
101445497@N05,81,16,1222158839,1222159559,2,4,720
101445497@N05,81,17,1222179058,1222179510,2,4,452
101445497@N05,81,26,1222179510,1222179690,1,4,180
101445497@N05,82,16,1264330017,1264330737,1,1,720
101445497@N05,83,27,1316759711,1316760911,2,3,1200
101445497@N05,83,6,1316771264,1316771519,2,3,255
101445497@N05,83,16,1316777647,1316778367,1,3,720
101445497@N05,84,27,1353205446,1353206646,3,3,1200
101445497@N05,84,7,1353219477,1353219567,2,3,90
101445497@N05,84,17,1353230477,1353231857,1,3,1380
101445497@N05,85,2,1353470935,1353471025,1,1,90
101445497@N05,86,16,1369707750,1369708470,2,5,720
101445497@N05,86,26,1369711090,1369711270,2,5,180
101445497@N05,86,7,1369734986,1369735076,2,5,90
101445497@N05,86,9,1369745318,1369745558,2,5,240
101445497@N05,86,4,1369749692,1369750592,1,5,900
101445497@N05,87,27,1380948276,1380949476,3,2,1200
101445497@N05,87,14,1380953172,1380953292,1,2,120
101445497@N05,88,27,1401748483,1401749683,2,2,1200
101445497@N05,88,14,1401750767,1401750887,3,2,120
101445497@N05,89,16,1401788752,1401789472,9,2,720
101445497@N05,89,27,1401792404,1401793604,1,2,1200
101445497@N05,90,24,1410758329,1410758809,2,3,480
101445497@N05,90,10,1410767416,1410767836,3,3,420
101445497@N05,90,27,1410783776,1410784976,1,3,1200
101445497@N05,91,16,1432971116,1432971728,2,10,612
101445497@N05,91,19,1432971728,1432972148,2,10,420
101445497@N05,91,22,1432973596,1432974099,2,10,503
101445497@N05,91,13,1432974099,1432974699,5,10,600
101445497@N05,91,15,1432977724,1432977870,2,10,146
101445497@N05,91,14,1432977870,1432977990,2,10,120
101445497@N05,91,17,1432978135,1432979515,2,10,1380
101445497@N05,91,3,1432979729,1432979775,2,10,46
101445497@N05,91,2,1432979775,1432979865,3,10,90
101445497@N05,91,4,1432983140,1432984040,1,10,900
101445497@N05,92,11,1433211242,1433211422,2,3,180
101445497@N05,92,17,1433213207,1433214587,2,3,1380
101445497@N05,92,27,1433216480,1433217680,2,3,1200
101445497@N05,93,14,1464593525,1464593645,2,2,120
101445497@N05,93,20,1464604427,1464605507,1,2,1080
101445497@N05,94,22,1464851405,1464852005,2,3,600
101445497@N05,94,5,1464855730,1464856450,2,3,720
101445497@N05,94,17,1464858891,1464860271,1,3,1380
101473404@N07,95,1,1388525190,1388525790,1,1,600
101473404@N07,96,14,1388656314,1388656434,2,3,120
101473404@N07,96,2,1388660574,1388660664,2,3,90
101473404@N07,96,27,1388667866,1388669066,1,3,1200
101473404@N07,97,3,1453724106,1453724343,2,2,237
101473404@N07,97,14,1453724343,1453724463,1,2,120
10152427@N08,98,26,1229874074,1229874254,1,1,180
10152427@N08,99,26,1239503886,1239504066,1,1,180
10152427@N08,100,26,1239624622,1239624802,2,1,180
10152427@N08,101,26,1261652609,1261652789,1,1,180
10152427@N08,102,26,1302745029,1302745209,1,1,180
10156308@N03,103,8,1418814998,1418815118,1,1,120
10156308@N03,104,24,1418863338,1418863818,1,1,480
10156308@N03,105,10,1419075046,1419075466,1,1,420
10156308@N03,106,27,1419160476,1419161676,3,4,1200
10156308@N03,106,23,1419162447,1419162537,2,4,90
10156308@N03,106,22,1419164113,1419164713,2,4,600
10156308@N03,106,27,1419166413,1419167613,3,4,1200
101593101@N02,107,27,1427497269,1427498469,1,1,1200
101593101@N02,108,13,1458730557,1458731157,2,2,600
101593101@N02,108,27,1458733140,1458734340,1,2,1200
101593101@N02,109,27,1458796949,1458798149,2,3,1200
101593101@N02,109,16,1458799868,1458800588,2,3,720
101593101@N02,109,10,1458802416,1458802836,1,3,420
101682305@N06,110,27,1363395864,1363397064,5,1,1200
101682305@N06,111,27,1363480600,1363481800,3,1,1200
101682305@N06,112,27,1364521814,1364523014,2,1,1200
10173248@N05,113,27,1299979390,1299980590,1,1,1200
10175710@N03,114,27,1374020581,1374021781,2,5,1200
10175710@N03,114,15,1374030391,1374030571,2,5,180
10175710@N03,114,27,1374033678,1374034878,3,5,1200
10175710@N03,114,16,1374039803,1374040523,4,5,720
10175710@N03,114,27,1374076224,1374077424,3,5,1200
101766828@N04,115,5,1301883619,1301883966,2,4,347
101766828@N04,115,9,1301883966,1301884206,2,4,240
101766828@N04,115,18,1301892395,1301894195,4,4,1800
101766828@N04,115,27,1301901272,1301902472,2,4,1200
10182842@N08,116,1,1214800805,1214801405,2,5,600
10182842@N08,116,4,1214802356,1214803256,2,5,900
10182842@N08,116,22,1214806049,1214806649,2,5,600
10182842@N08,116,16,1214806695,1214807415,2,5,720
10182842@N08,116,27,1214812976,1214814176,1,5,1200
10183691@N07,117,12,1236507731,1236508571,11,4,840
10183691@N07,117,5,1236513455,1236514175,2,4,720
10183691@N07,117,16,1236519971,1236520025,3,4,54
10183691@N07,117,4,1236520025,1236520925,1,4,900
101878598@N03,118,27,1455663227,1455664427,1,1,1200
101878598@N03,119,16,1455692379,1455693099,2,3,720
101878598@N03,119,14,1455694040,1455694056,2,3,16
101878598@N03,119,15,1455694056,1455694236,1,3,180
101924327@N08,120,15,1416486814,1416486994,1,1,180
10196023@N00,121,14,1221477770,1221477890,1,1,120
10196023@N00,122,27,1343150268,1343151468,1,1,1200
10196023@N00,123,27,1343269130,1343270330,1,1,1200
10196023@N00,124,22,1401589456,1401590056,1,1,600
10196023@N00,125,8,1422173266,1422173386,1,1,120
10215206@N08,126,16,1277619700,1277620420,1,1,720
10215206@N08,127,16,1277952807,1277953527,1,1,720
102284959@N03,128,27,1378157833,1378159033,2,3,1200
102284959@N03,128,16,1378159617,1378160337,2,3,720
102284959@N03,128,13,1378179665,1378180265,1,3,600
102284959@N03,129,22,1378770362,1378770962,1,1,600
102284959@N03,130,16,1380404101,1380404331,2,3,230
102284959@N03,130,27,1380404331,1380404507,2,3,176
102284959@N03,130,16,1380404507,1380405227,3,3,720
102284959@N03,131,20,1380985944,1380985967,2,3,23
102284959@N03,131,13,1380985967,1380986113,4,3,146
102284959@N03,131,16,1380986113,1380986833,1,3,720
102284959@N03,132,27,1398445340,1398446540,1,1,1200
102284959@N03,133,13,1442808517,1442809117,1,1,600
102284959@N03,134,13,1443537488,1443538088,2,2,600
102284959@N03,134,15,1443540285,1443540465,1,2,180
102284959@N03,135,22,1443623455,1443624055,2,3,600
102284959@N03,135,18,1443625480,1443627280,2,3,1800
102284959@N03,135,16,1443631259,1443631979,1,3,720
102284959@N03,136,16,1458544061,1458544781,1,1,720
10250618@N06,137,16,1207660115,1207660835,1,1,720
10259875@N03,138,11,1231421252,1231421432,2,17,180
10259875@N03,138,16,1231421464,1231422184,2,17,720
10259875@N03,138,27,1231426970,1231428170,2,17,1200
10259875@N03,138,26,1231431604,1231431784,2,17,180
10259875@N03,138,16,1231440616,1231441336,4,17,720
10259875@N03,138,24,1231446352,1231446832,2,17,480
10259875@N03,138,20,1231447142,1231448222,2,17,1080
10259875@N03,138,27,1231448368,1231449568,5,17,1200
10259875@N03,138,17,1231454023,1231455403,3,17,1380
10259875@N03,138,11,1231458713,1231458893,3,17,180
10259875@N03,138,23,1231465125,1231465215,3,17,90
10259875@N03,138,19,1231469684,1231469749,2,17,65
10259875@N03,138,11,1231469749,1231469929,2,17,180
10259875@N03,138,27,1231473485,1231474555,2,17,1070
10259875@N03,138,14,1231474555,1231474675,2,17,120
10259875@N03,138,16,1231475693,1231476413,2,17,720
10259875@N03,138,27,1231491090,1231492290,1,17,1200
10259875@N03,139,14,1239688279,1239688399,1,1,120
10259875@N03,140,27,1262469290,1262470490,5,10,1200
10259875@N03,140,5,1262471114,1262471834,2,10,720
10259875@N03,140,1,1262473018,1262473618,2,10,600
10259875@N03,140,16,1262475558,1262476278,2,10,720
10259875@N03,140,14,1262478370,1262478490,2,10,120
10259875@N03,140,9,1262478659,1262478899,2,10,240
10259875@N03,140,8,1262480281,1262480401,2,10,120
10259875@N03,140,14,1262480606,1262480659,2,10,53
10259875@N03,140,16,1262480659,1262480991,2,10,332
10259875@N03,140,27,1262480991,1262482191,4,10,1200
10259875@N03,141,27,1262554504,1262555704,4,10,1200
10259875@N03,141,1,1262556534,1262557134,2,10,600
10259875@N03,141,27,1262573402,1262573683,2,10,281
10259875@N03,141,16,1262573683,1262573751,2,10,68
10259875@N03,141,17,1262573751,1262575131,4,10,1380
10259875@N03,141,26,1262579080,1262579260,2,10,180
10259875@N03,141,17,1262579427,1262579894,2,10,467
10259875@N03,141,19,1262579894,1262580048,2,10,154
10259875@N03,141,17,1262580048,1262580839,2,10,791
10259875@N03,141,27,1262580839,1262582039,1,10,1200
10259875@N03,142,19,1262824800,1262825220,3,23,420
10259875@N03,142,13,1262825636,1262826236,6,23,600
10259875@N03,142,20,1262827030,1262828110,2,23,1080
10259875@N03,142,23,1262828537,1262828627,2,23,90
10259875@N03,142,26,1262828717,1262828897,2,23,180
10259875@N03,142,16,1262830246,1262830966,4,23,720
10259875@N03,142,14,1262832676,1262832796,5,23,120
10259875@N03,142,12,1262834687,1262834710,2,23,23
10259875@N03,142,16,1262834710,1262835278,2,23,568
10259875@N03,142,14,1262835278,1262835398,2,23,120
10259875@N03,142,19,1262837300,1262837720,4,23,420
10259875@N03,142,27,1262838893,1262839172,2,23,279
10259875@N03,142,4,1262839172,1262839395,2,23,223
10259875@N03,142,1,1262839395,1262839995,2,23,600
10259875@N03,142,14,1262845110,1262845230,2,23,120
10259875@N03,142,9,1262845509,1262845649,2,23,140
10259875@N03,142,14,1262845649,1262845769,4,23,120
10259875@N03,142,16,1262846627,1262847347,2,23,720
10259875@N03,142,14,1262847780,1262847900,4,23,120
10259875@N03,142,9,1262848899,1262849139,2,23,240
10259875@N03,142,3,1262850421,1262850691,2,23,270
10259875@N03,142,4,1262850796,1262851696,2,23,900
10259875@N03,142,27,1262852039,1262853239,3,23,1200
10259875@N03,143,27,1274091749,1274092949,5,1,1200
10259875@N03,144,27,1274144614,1274145814,2,21,1200
10259875@N03,144,16,1274145934,1274146051,2,21,117
10259875@N03,144,17,1274146051,1274147431,2,21,1380
10259875@N03,144,19,1274147603,1274148023,2,21,420
10259875@N03,144,18,1274151102,1274152209,2,21,1107
10259875@N03,144,24,1274152209,1274152421,2,21,212
10259875@N03,144,23,1274152421,1274152511,2,21,90
10259875@N03,144,19,1274157144,1274157564,2,21,420
10259875@N03,144,17,1274159440,1274159602,2,21,162
10259875@N03,144,21,1274159602,1274160052,2,21,450
10259875@N03,144,15,1274161836,1274162016,2,21,180
10259875@N03,144,16,1274162182,1274162892,2,21,710
10259875@N03,144,14,1274162892,1274162990,2,21,98
10259875@N03,144,9,1274162990,1274163230,2,21,240
10259875@N03,144,1,1274168773,1274169373,2,21,600
10259875@N03,144,3,1274170747,1274171017,2,21,270
10259875@N03,144,8,1274174327,1274174447,2,21,120
10259875@N03,144,14,1274175424,1274175544,2,21,120
10259875@N03,144,9,1274176976,1274177063,2,21,87
10259875@N03,144,17,1274177063,1274178169,2,21,1106
10259875@N03,144,27,1274178169,1274179369,5,21,1200
10259875@N03,145,16,1302991403,1302992123,2,2,720
10259875@N03,145,27,1302995233,1302996433,1,2,1200
10259875@N03,146,27,1303161639,1303162839,2,9,1200
10259875@N03,146,1,1303185317,1303185917,2,9,600
10259875@N03,146,9,1303201346,1303201451,2,9,105
10259875@N03,146,14,1303201451,1303201571,2,9,120
10259875@N03,146,17,1303201952,1303202604,2,9,652
10259875@N03,146,20,1303202604,1303203684,2,9,1080
10259875@N03,146,27,1303203744,1303204471,2,9,727
10259875@N03,146,19,1303204471,1303204891,2,9,420
10259875@N03,146,16,1303204934,1303205654,1,9,720
10259875@N03,147,27,1322199226,1322200063,4,10,837
10259875@N03,147,17,1322200063,1322201293,2,10,1230
10259875@N03,147,20,1322201293,1322201963,2,10,670
10259875@N03,147,27,1322201963,1322203163,2,10,1200
10259875@N03,147,14,1322204010,1322204130,3,10,120
10259875@N03,147,9,1322204622,1322204862,2,10,240
10259875@N03,147,16,1322206114,1322206834,2,10,720
10259875@N03,147,14,1322217430,1322217550,2,10,120
10259875@N03,147,15,1322218212,1322218392,2,10,180
10259875@N03,147,27,1322220836,1322222036,1,10,1200
10259875@N03,148,27,1364776226,1364777426,8,13,1200
10259875@N03,148,17,1364780392,1364781544,2,13,1152
10259875@N03,148,20,1364781544,1364782624,2,13,1080
10259875@N03,148,25,1364786843,1364787593,2,13,750
10259875@N03,148,17,1364787899,1364787998,2,13,99
10259875@N03,148,16,1364787998,1364788214,2,13,216
10259875@N03,148,10,1364788214,1364788634,5,13,420
10259875@N03,148,3,1364799467,1364799737,2,13,270
10259875@N03,148,2,1364800211,1364800301,2,13,90
10259875@N03,148,9,1364800579,1364800819,4,13,240
10259875@N03,148,12,1364801791,1364802631,2,13,840
10259875@N03,148,14,1364804279,1364804399,2,13,120
10259875@N03,148,27,1364812040,1364813240,2,13,1200
10259875@N03,149,10,1392596672,1392597092,2,19,420
10259875@N03,149,27,1392603848,1392605048,2,19,1200
10259875@N03,149,12,1392612773,1392613613,2,19,840
10259875@N03,149,23,1392617491,1392617581,4,19,90
10259875@N03,149,19,1392619865,1392620285,2,19,420
10259875@N03,149,22,1392620939,1392621539,2,19,600
10259875@N03,149,10,1392621760,1392622180,2,19,420
10259875@N03,149,15,1392622533,1392622713,2,19,180
10259875@N03,149,17,1392626752,1392628132,2,19,1380
10259875@N03,149,14,1392628447,1392628567,3,19,120
10259875@N03,149,10,1392630782,1392631202,3,19,420
10259875@N03,149,7,1392631911,1392632001,2,19,90
10259875@N03,149,8,1392632217,1392632337,2,19,120
10259875@N03,149,9,1392633653,1392633893,2,19,240
10259875@N03,149,10,1392634413,1392634833,2,19,420
10259875@N03,149,14,1392635528,1392635648,5,19,120
10259875@N03,149,5,1392638164,1392638884,3,19,720
10259875@N03,149,25,1392641226,1392641976,2,19,750
10259875@N03,149,15,1392643024,1392643204,2,19,180
10259875@N03,150,27,1428608724,1428609924,5,17,1200
10259875@N03,150,15,1428610784,1428610964,3,17,180
10259875@N03,150,10,1428612514,1428612934,3,17,420
10259875@N03,150,7,1428613298,1428613388,2,17,90
10259875@N03,150,9,1428614197,1428614437,2,17,240
10259875@N03,150,17,1428616846,1428618226,3,17,1380
10259875@N03,150,2,1428620624,1428620714,2,17,90
10259875@N03,150,7,1428621607,1428621697,2,17,90
10259875@N03,150,10,1428626619,1428627039,2,17,420
10259875@N03,150,27,1428653264,1428654302,3,17,1038
10259875@N03,150,25,1428654302,1428655052,2,17,750
10259875@N03,150,19,1428655671,1428656091,2,17,420
10259875@N03,150,17,1428657854,1428659234,2,17,1380
10259875@N03,150,4,1428661101,1428662001,5,17,900
10259875@N03,150,23,1428666073,1428666163,3,17,90
10259875@N03,150,26,1428666508,1428666688,2,17,180
10259875@N03,150,21,1428667607,1428668057,1,17,450
10295241@N02,151,9,1235899820,1235900060,1,1,240
10295241@N02,152,6,1236152000,1236152255,5,2,255
10295241@N02,152,9,1236156636,1236156876,1,2,240
10295241@N02,153,27,1447035111,1447036311,2,1,1200
103400918@N03,154,25,1370731444,1370732194,3,3,750
103400918@N03,154,16,1370742960,1370743680,3,3,720
103400918@N03,154,27,1370754483,1370755683,1,3,1200
10350193@N07,155,26,1224890040,1224890220,1,1,180
10350193@N07,156,20,1289054138,1289055218,1,1,1080
10350193@N07,157,16,1298703774,1298704494,1,1,720
103690791@N02,158,15,1356325807,1356325987,1,1,180
103845490@N03,159,13,1381743307,1381743907,1,1,600
103845490@N03,160,16,1391407213,1391407933,1,1,720
10386262@N00,161,27,1289345457,1289346657,2,2,1200
10386262@N00,161,1,1289360553,1289361153,1,2,600
104019882@N04,162,16,1463687354,1463687363,3,4,9
104019882@N04,162,21,1463687363,1463687368,2,4,5
104019882@N04,162,12,1463687368,1463687376,3,4,8
104019882@N04,162,16,1463687376,1463688096,1,4,720
10403093@N06,163,27,1339195530,1339196730,1,1,1200
10403093@N06,164,20,1353288237,1353289317,1,1,1080
10403093@N06,165,27,1402094437,1402095637,4,5,1200
10403093@N06,165,9,1402097835,1402098075,7,5,240
10403093@N06,165,3,1402099367,1402099637,2,5,270
10403093@N06,165,9,1402100463,1402100703,2,5,240
10403093@N06,165,10,1402109439,1402109859,8,5,420
10414404@N08,166,19,1405895350,1405895770,1,1,420
104174605@N06,167,27,1403770755,1403771955,1,1,1200
10420619@N06,168,27,1353913876,1353915076,10,1,1200
10427995@N00,169,26,1450625754,1450625934,1,1,180
10429949@N00,170,27,1469663274,1469664474,1,1,1200
10485077@N06,171,13,1202774460,1202774460,3,2,0
10485077@N06,171,25,1202774460,1202775210,2,2,750
104911618@N08,172,6,1433589008,1433589263,12,8,255
104911618@N08,172,9,1433590753,1433590993,4,8,240
104911618@N08,172,14,1433593420,1433593540,6,8,120
104911618@N08,172,8,1433594276,1433594352,2,8,76
104911618@N08,172,12,1433594352,1433595031,2,8,679
104911618@N08,172,14,1433595031,1433595151,3,8,120
104911618@N08,172,3,1433596402,1433596672,5,8,270
104911618@N08,172,14,1433599425,1433599545,1,8,120
10494136@N02,173,18,1388026196,1388027996,1,1,1800
10495641@N00,174,14,1336201366,1336201486,2,2,120
10495641@N00,174,7,1336203684,1336203774,1,2,90
10495641@N00,175,7,1336263490,1336263580,1,1,90
10500812@N04,176,27,1326791840,1326793040,1,1,1200
105156445@N06,177,27,1408231102,1408232302,4,6,1200
105156445@N06,177,14,1408233585,1408233705,3,6,120
105156445@N06,177,8,1408235827,1408235947,3,6,120
105156445@N06,177,15,1408239526,1408239545,2,6,19
105156445@N06,177,17,1408239545,1408239553,2,6,8
105156445@N06,177,15,1408239553,1408239733,2,6,180
105156445@N06,178,27,1408321663,1408322863,3,7,1200
105156445@N06,178,23,1408323028,1408323118,3,7,90
105156445@N06,178,1,1408323756,1408324356,2,7,600
105156445@N06,178,2,1408325315,1408325405,4,7,90
105156445@N06,178,4,1408326273,1408327173,2,7,900
105156445@N06,178,6,1408331311,1408331566,2,7,255
105156445@N06,178,3,1408337764,1408338034,2,7,270
10529536@N05,179,16,1299117944,1299118664,3,3,720
10529536@N05,179,17,1299128979,1299130359,4,3,1380
10529536@N05,179,16,1299142552,1299143272,5,3,720
10529536@N05,180,16,1299400085,1299400805,2,2,720
10529536@N05,180,27,1299413606,1299414806,3,2,1200
10540666@N07,181,27,1292207722,1292208922,1,1,1200
10570686@N02,182,14,1268446742,1268446862,10,1,120
105763347@N06,183,10,1356937802,1356938222,1,1,420
10577359@N08,184,17,1299209822,1299211202,1,1,1380
10577359@N08,185,18,1309231425,1309233225,1,1,1800
10583070@N05,186,27,1228474970,1228475410,10,6,440
10583070@N05,186,2,1228475410,1228475500,12,6,90
10583070@N05,186,18,1228481520,1228483320,37,6,1800
10583070@N05,186,17,1228483337,1228483706,2,6,369
10583070@N05,186,4,1228483706,1228484606,2,6,900
10583070@N05,186,27,1228486656,1228487856,6,6,1200
