userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
10455863@N03,70,4,1339240607,1339241244,2,2,637
10455863@N03,70,5,1339241244,1339242144,2,2,900
10495641@N00,71,4,1336173094,1336173994,1,1,900
105156445@N06,72,1,1408429140,1408429230,2,5,90
105156445@N06,72,13,1408429237,1408430877,2,5,1640
105156445@N06,72,6,1408430877,1408431897,5,5,1020
105156445@N06,72,12,1408436263,1408437763,2,5,1500
105156445@N06,72,4,1408439026,1408439926,2,5,900
10529536@N05,73,8,1299034201,1299035341,3,1,1140
105380744@N04,74,5,1382057252,1382058152,2,4,900
105380744@N04,74,1,1382059289,1382059379,3,4,90
105380744@N04,74,6,1382071908,1382072928,6,4,1020
105380744@N04,74,8,1382081162,1382082302,4,4,1140
10570686@N02,75,8,1236977235,1236978375,12,1,1140
10570686@N02,76,8,1268514597,1268515737,4,1,1140
10572043@N03,77,5,1305341252,1305342152,1,1,900
105763347@N06,78,13,1357021189,1357022989,2,3,1800
105763347@N06,78,6,1357027714,1357028734,2,3,1020
105763347@N06,78,1,1357035002,1357035092,1,3,90
10583070@N05,79,10,1228495023,1228495763,5,6,740
10583070@N05,79,5,1228495763,1228496663,4,6,900
10583070@N05,79,7,1228498558,1228498594,4,6,36
10583070@N05,79,8,1228498594,1228499734,3,6,1140
10583070@N05,79,1,1228501179,1228501269,2,6,90
10583070@N05,79,4,1228501615,1228502515,1,6,900
105833253@N02,80,6,1375576988,1375578008,2,2,1020
105833253@N02,80,1,1375593594,1375593684,1,2,90
106045902@N02,81,1,1366155945,1366156035,2,4,90
106045902@N02,81,8,1366156084,1366157224,2,4,1140
106045902@N02,81,11,1366160963,1366162463,2,4,1500
106045902@N02,81,1,1366173376,1366173466,1,4,90
10617321@N00,82,12,1464772284,1464773784,1,1,1500
106475835@N05,83,7,1358599267,1358600287,4,1,1020
106475835@N05,84,7,1366984498,1366985518,1,1,1020
106558608@N06,85,4,1463266795,1463267695,8,9,900
106558608@N06,85,5,1463269265,1463269733,4,9,468
106558608@N06,85,8,1463269733,1463270583,3,9,850
106558608@N06,85,11,1463270583,1463272083,3,9,1500
106558608@N06,85,2,1463272332,1463272632,9,9,300
106558608@N06,85,8,1463272632,1463272703,2,9,71
106558608@N06,85,2,1463272703,1463273093,5,9,390
106558608@N06,85,4,1463291771,1463292671,2,9,900
106558608@N06,85,9,1463307376,1463308876,11,9,1500
10673595@N00,86,7,1463545160,1463546180,1,1,1020
10692931@N08,87,10,1229564262,1229565762,3,4,1500
10692931@N08,87,5,1229568631,1229569531,2,4,900
10692931@N08,87,2,1229587000,1229587390,2,4,390
10692931@N08,87,1,1229591413,1229591503,1,4,90
106980455@N06,88,10,1386383408,1386383861,2,11,453
106980455@N06,88,1,1386383861,1386383951,2,11,90
106980455@N06,88,5,1386384074,1386384974,2,11,900
106980455@N06,88,7,1386386416,1386386478,2,11,62
106980455@N06,88,8,1386386478,1386386668,3,11,190
106980455@N06,88,2,1386386668,1386386928,3,11,260
106980455@N06,88,6,1386386928,1386387948,8,11,1020
106980455@N06,88,8,1386391086,1386392226,2,11,1140
106980455@N06,88,7,1386392885,1386393905,3,11,1020
106980455@N06,88,1,1386394585,1386394675,6,11,90
106980455@N06,88,6,1386399728,1386400748,11,11,1020
10703707@N07,89,6,1320445808,1320446828,2,1,1020
107084948@N08,90,1,1383875168,1383875258,65,1,90
10774763@N05,91,1,1251941192,1251941282,4,5,90
10774763@N05,91,5,1251943774,1251944674,22,5,900
10774763@N05,91,1,1251947736,1251947826,5,5,90
10774763@N05,91,8,1251947838,1251948978,6,5,1140
10774763@N05,91,13,1251949889,1251951689,1,5,1800
10782871@N00,92,4,1399876292,1399877192,2,2,900
10782871@N00,92,1,1399879728,1399879818,1,2,90
107905375@N06,93,10,1455163940,1455165440,5,11,1500
107905375@N06,93,6,1455166868,1455167185,2,11,317
107905375@N06,93,8,1455167185,1455168325,2,11,1140
107905375@N06,93,13,1455173571,1455174930,2,11,1359
107905375@N06,93,6,1455174930,1455175950,7,11,1020
107905375@N06,93,7,1455177806,1455178134,3,11,328
107905375@N06,93,1,1455178134,1455178224,2,11,90
107905375@N06,93,7,1455178296,1455179316,3,11,1020
107905375@N06,93,12,1455179453,1455179506,2,11,53
107905375@N06,93,7,1455179506,1455179511,2,11,5
107905375@N06,93,12,1455179511,1455181011,8,11,1500
108140637@N08,94,8,1375174229,1375175369,6,4,1140
108140637@N08,94,1,1375178002,1375178092,3,4,90
108140637@N08,94,10,1375178149,1375178652,2,4,503
108140637@N08,94,9,1375178652,1375180152,20,4,1500
108207234@N02,95,1,1426378741,1426378831,2,2,90
108207234@N02,95,8,1426380439,1426381579,1,2,1140
108207234@N02,96,1,1464334345,1464334435,4,2,90
108207234@N02,96,10,1464341933,1464343433,1,2,1500
108231769@N08,97,6,1397719210,1397720230,4,1,1020
108231769@N08,98,9,1397750579,1397752079,6,1,1500
10857883@N05,99,8,1270872006,1270873146,2,2,1140
10857883@N05,99,9,1270875077,1270876577,4,2,1500
10858077@N00,100,2,1207263707,1207264097,1,1,390
10864775@N02,101,6,1299307707,1299308727,1,1,1020
108906145@N05,102,5,1394678139,1394679039,1,1,900
109002055@N07,103,5,1367565166,1367566066,1,1,900
10902412@N03,104,5,1367877802,1367878702,1,1,900
10902412@N03,105,9,1367925858,1367927358,1,1,1500
10905622@N03,106,1,1188881634,1188881724,1,1,90
10925918@N03,107,1,1277351159,1277351249,2,4,90
10925918@N03,107,2,1277358586,1277358976,2,4,390
10925918@N03,107,6,1277365809,1277366829,2,4,1020
10925918@N03,107,8,1277368163,1277369303,1,4,1140
10925918@N03,108,5,1362354481,1362355381,2,3,900
10925918@N03,108,4,1362356439,1362357339,2,3,900
10925918@N03,108,6,1362372471,1362373491,1,3,1020
10925918@N03,109,5,1362536223,1362537123,2,3,900
10925918@N03,109,10,1362544548,1362546048,2,3,1500
10925918@N03,109,9,1362551032,1362552532,1,3,1500
109402089@N08,110,1,1381654050,1381654140,1,1,90
109554486@N07,111,1,1384472828,1384472918,3,6,90
109554486@N07,111,6,1384483292,1384484312,8,6,1020
109554486@N07,111,1,1384486624,1384486714,5,6,90
109554486@N07,111,8,1384488927,1384490067,2,6,1140
109554486@N07,111,6,1384492333,1384493353,18,6,1020
109554486@N07,111,10,1384505777,1384507277,1,6,1500
10983978@N03,112,11,1215939049,1215940549,1,1,1500
10983978@N03,113,6,1221377395,1221378415,2,1,1020
10983978@N03,114,8,1245506227,1245507367,1,1,1140
10983978@N03,115,4,1256508723,1256509623,1,1,900
10983978@N03,116,11,1257032544,1257034044,1,1,1500
10983978@N03,117,8,1271400342,1271401482,1,1,1140
10983978@N03,118,1,1294054654,1294054744,1,1,90
10983978@N03,119,1,1302876000,1302876000,3,2,0
10983978@N03,119,8,1302876000,1302877140,1,2,1140
10983978@N03,120,4,1306760345,1306761245,1,1,900
10983978@N03,121,5,1307023200,1307024100,1,1,900
10989907@N07,122,6,1385854170,1385854288,2,10,118
10989907@N07,122,1,1385854288,1385854378,2,10,90
10989907@N07,122,8,1385854395,1385854598,2,10,203
10989907@N07,122,6,1385854598,1385855618,6,10,1020
10989907@N07,122,8,1385858036,1385859176,3,10,1140
10989907@N07,122,4,1385863636,1385864536,2,10,900
10989907@N07,122,1,1385874222,1385874312,2,10,90
10989907@N07,122,5,1385890848,1385891072,2,10,224
10989907@N07,122,6,1385891072,1385892092,2,10,1020
10989907@N07,122,5,1385892410,1385893310,1,10,900
10989907@N07,123,12,1386399490,1386400990,6,1,1500
10989907@N07,124,6,1386589095,1386590115,1,1,1020
10989907@N07,125,1,1417498202,1417498292,1,1,90
11014059@N02,126,2,1210845814,1210846204,18,3,390
11014059@N02,126,11,1210859555,1210859787,5,3,232
11014059@N02,126,1,1210859787,1210859877,1,3,90
110166673@N02,127,2,1385509875,1385510265,7,12,390
110166673@N02,127,6,1385518515,1385519535,35,12,1020
110166673@N02,127,8,1385520490,1385521630,4,12,1140
110166673@N02,127,4,1385525341,1385526200,10,12,859
110166673@N02,127,8,1385526200,1385527340,4,12,1140
110166673@N02,127,4,1385527442,1385528342,4,12,900
110166673@N02,127,11,1385531572,1385532040,23,12,468
110166673@N02,127,7,1385532040,1385532545,9,12,505
110166673@N02,127,8,1385532545,1385533669,3,12,1124
110166673@N02,127,2,1385533669,1385534059,56,12,390
110166673@N02,127,8,1385543663,1385544364,6,12,701
110166673@N02,127,6,1385544364,1385545384,24,12,1020
110223705@N07,128,1,1463780913,1463781003,1,1,90
110242495@N04,129,5,1395112687,1395113587,2,2,900
110242495@N04,129,4,1395117282,1395118182,1,2,900
110333758@N06,130,6,1386409898,1386410918,4,1,1020
11036701@N06,131,11,1305617021,1305618521,1,1,1500
11041171@N06,132,8,1358034605,1358035745,2,3,1140
11041171@N06,132,7,1358056846,1358057866,2,3,1020
11041171@N06,132,9,1358066722,1358068222,2,3,1500
11041171@N06,133,6,1371861941,1371862961,1,1,1020
110670053@N07,134,8,1425164427,1425165567,3,1,1140
110670053@N07,135,8,1426809871,1426811011,1,1,1140
11136034@N06,136,8,1242653410,1242654550,19,1,1140
111364633@N02,137,3,1322010083,1322010503,1,1,420
11149127@N05,138,1,1300105565,1300105655,3,2,90
11149127@N05,138,8,1300105952,1300107092,1,2,1140
111603867@N06,139,5,1390603411,1390604311,4,7,900
111603867@N06,139,8,1390611351,1390612491,3,7,1140
111603867@N06,139,2,1390620130,1390620520,2,7,390
111603867@N06,139,10,1390631897,1390633397,2,7,1500
111603867@N06,139,9,1390633783,1390635283,4,7,1500
111603867@N06,139,2,1390640878,1390641183,2,7,305
111603867@N06,139,1,1390641183,1390641273,2,7,90
111603867@N06,140,6,1391047254,1391048274,2,2,1020
111603867@N06,140,8,1391054522,1391055662,1,2,1140
11171054@N04,141,6,1440154613,1440154616,3,2,3
11171054@N04,141,7,1440154616,1440155636,1,2,1020
11201728@N02,142,8,1215299154,1215300294,3,1,1140
112045904@N02,143,8,1385198750,1385199890,1,1,1140
112593954@N05,144,2,1336178985,1336179375,2,1,390
11260538@N06,145,2,1348997214,1348997604,1,1,390
11260538@N06,146,6,1352440784,1352441804,1,1,1020
11260538@N06,147,12,1352604975,1352606475,1,1,1500
11260538@N06,148,6,1352708370,1352709390,1,1,1020
11260538@N06,149,6,1355558747,1355559767,1,1,1020
11260538@N06,150,2,1365289306,1365289696,2,3,390
11260538@N06,150,8,1365303334,1365304474,3,3,1140
11260538@N06,150,4,1365306487,1365307387,2,3,900
11260538@N06,151,7,1380845646,1380846666,1,1,1020
112691972@N02,152,1,1399271310,1399271400,1,1,90
11269849@N03,153,1,1305942651,1305942741,99,4,90
11269849@N03,153,6,1305945796,1305946816,78,4,1020
11269849@N03,153,4,1305955005,1305955905,20,4,900
11269849@N03,153,10,1305960057,1305961557,1,4,1500
11269849@N03,154,1,1338604266,1338604356,28,1,90
11269849@N03,155,1,1338691346,1338691436,58,1,90
112734542@N02,156,6,1396676251,1396677271,1,1,1020
112734542@N02,157,6,1396839062,1396840082,3,3,1020
112734542@N02,157,12,1396854854,1396855810,3,3,956
112734542@N02,157,8,1396855810,1396856950,2,3,1140
112786774@N07,158,4,1416103198,1416104098,1,1,900
112861324@N05,159,6,1388358562,1388359582,2,1,1020
113086034@N04,160,2,1449170202,1449170592,2,1,390
113086034@N04,161,6,1459417455,1459418475,1,1,1020
113086034@N04,162,6,1459464818,1459465838,1,1,1020
11315654@N06,163,6,1261384389,1261385409,15,1,1020
113200565@N07,164,4,1388355161,1388356061,1,1,900
113552105@N07,165,10,1459917037,1459918537,1,1,1500
11374644@N06,166,9,1289120750,1289122250,11,1,1500
113875683@N02,167,8,1355031131,1355032271,4,1,1140
113875683@N02,168,6,1385278224,1385279244,15,1,1020
11429691@N03,169,10,1299925786,1299925799,2,3,13
11429691@N03,169,8,1299925799,1299925803,2,3,4
11429691@N03,169,1,1299925803,1299925893,1,3,90
11438118@N00,170,5,1189046374,1189047274,3,2,900
11438118@N00,170,1,1189049935,1189050025,1,2,90
11438118@N00,171,4,1194387225,1194387353,2,6,128
11438118@N00,171,6,1194387353,1194387758,2,6,405
11438118@N00,171,2,1194387758,1194387794,2,6,36
11438118@N00,171,6,1194387794,1194388073,5,6,279
11438118@N00,171,2,1194388073,1194388463,25,6,390
11438118@N00,171,5,1194406077,1194406977,6,6,900
11438118@N00,172,1,1196835768,1196835858,4,4,90
11438118@N00,172,5,1196835912,1196836253,3,4,341
11438118@N00,172,1,1196836253,1196836343,3,4,90
11438118@N00,172,6,1196837475,1196838495,54,4,1020
11438118@N00,173,8,1197964040,1197964343,2,3,303
11438118@N00,173,6,1197964343,1197965363,34,3,1020
11438118@N00,173,8,1197966305,1197967445,29,3,1140
11438118@N00,174,10,1205364488,1205365988,2,4,1500
11438118@N00,174,12,1205369780,1205371280,4,4,1500
11438118@N00,174,8,1205374361,1205375501,18,4,1140
11438118@N00,174,1,1205382334,1205382424,4,4,90
11438118@N00,175,8,1212016994,1212018134,2,3,1140
11438118@N00,175,5,1212019696,1212020596,4,3,900
11438118@N00,175,2,1212023450,1212023840,7,3,390
11438118@N00,176,5,1212192764,1212193664,2,4,900
11438118@N00,176,1,1212194065,1212194155,2,4,90
11438118@N00,176,2,1212196264,1212196654,18,4,390
11438118@N00,176,1,1212202209,1212202299,4,4,90
11438118@N00,177,2,1230866787,1230867177,1,1,390
11438118@N00,178,6,1235767031,1235767315,2,6,284
11438118@N00,178,13,1235767315,1235767803,3,6,488
11438118@N00,178,5,1235767803,1235767987,4,6,184
11438118@N00,178,9,1235767987,1235768052,3,6,65
11438118@N00,178,5,1235768052,1235768468,4,6,416
11438118@N00,178,13,1235768468,1235770268,1,6,1800
11438118@N00,179,5,1244728829,1244729729,1,1,900
11438118@N00,180,2,1250313623,1250314013,2,2,390
11438118@N00,180,11,1250319622,1250321122,1,2,1500
11439401@N07,181,6,1241694856,1241695876,1,1,1020
11441631@N00,182,5,1348433341,1348434241,2,5,900
11441631@N00,182,8,1348435140,1348436280,2,5,1140
11441631@N00,182,4,1348437987,1348438887,4,5,900
11441631@N00,182,1,1348463094,1348463184,3,5,90
11441631@N00,182,9,1348475419,1348476919,1,5,1500
11448601@N02,183,10,1368753757,1368755257,7,2,1500
11448601@N02,183,6,1368764265,1368765285,4,2,1020
114677615@N06,184,6,1350201596,1350202616,1,1,1020
11479795@N00,185,10,1191378537,1191380037,2,2,1500
11479795@N00,185,6,1191383746,1191384766,1,2,1020
114862435@N06,186,6,1356852586,1356853606,5,1,1020
11511707@N05,187,8,1273115226,1273116366,47,1,1140
11531720@N04,188,2,1359261324,1359261714,1,1,390
11541209@N06,189,8,1191152405,1191153545,1,1,1140
11541209@N06,190,5,1193908590,1193909490,1,1,900
115511286@N06,191,8,1392304253,1392304308,2,7,55
115511286@N06,191,11,1392304308,1392305808,2,7,1500
115511286@N06,191,6,1392313359,1392314379,2,7,1020
115511286@N06,191,1,1392325603,1392325693,2,7,90
115511286@N06,191,8,1392325838,1392326978,2,7,1140
115511286@N06,191,5,1392327104,1392328004,2,7,900
115511286@N06,191,1,1392328317,1392328407,1,7,90
115653984@N07,192,4,1388278739,1388279639,1,1,900
11581147@N06,193,13,1432607697,1432609497,3,2,1800
11581147@N06,193,4,1432616461,1432617361,1,2,900
11611067@N02,194,10,1342833389,1342834074,2,12,685
11611067@N02,194,2,1342834074,1342834464,2,12,390
11611067@N02,194,6,1342837568,1342838588,6,12,1020
11611067@N02,194,5,1342845605,1342846505,10,12,900
11611067@N02,194,8,1342847624,1342848764,3,12,1140
11611067@N02,194,13,1342856825,1342858588,2,12,1763
11611067@N02,194,8,1342858588,1342858654,3,12,66
11611067@N02,194,2,1342858654,1342859044,6,12,390
11611067@N02,194,4,1342863884,1342864784,7,12,900
11611067@N02,194,5,1342871022,1342871922,5,12,900
11611067@N02,194,8,1342873626,1342873685,2,12,59
11611067@N02,194,1,1342873685,1342873775,1,12,90
11632646@N02,195,6,1187949064,1187950084,1,1,1020
11654579@N07,196,1,1370128776,1370128866,1,1,90
11699747@N03,197,4,1388731483,1388732383,1,1,900
11724486@N02,198,1,1384908453,1384908543,2,8,90
11724486@N02,198,2,1384908953,1384909343,10,8,390
11724486@N02,198,6,1384913450,1384914470,3,8,1020
11724486@N02,198,13,1384915596,1384917396,7,8,1800
11724486@N02,198,6,1384920459,1384921479,28,8,1020
11724486@N02,198,4,1384937778,1384938052,3,8,274
11724486@N02,198,1,1384938052,1384938142,3,8,90
11724486@N02,198,10,1384938229,1384939729,1,8,1500
11724486@N02,199,5,1384998537,1384999437,2,2,900
11724486@N02,199,1,1385000166,1385000256,2,2,90
117386007@N08,200,5,1323920060,1323920960,3,1,900
11752574@N06,201,9,1194863070,1194864570,3,2,1500
11752574@N06,201,8,1194867072,1194868212,11,2,1140
11752574@N06,202,11,1347879470,1347880970,1,1,1500
11752574@N06,203,4,1348187570,1348188470,2,2,900
11752574@N06,203,1,1348201983,1348202073,1,2,90
117536444@N07,204,6,1373787970,1373788990,1,1,1020
11785705@N02,205,5,1291530596,1291531496,2,3,900
11785705@N02,205,7,1291532404,1291533424,2,3,1020
11785705@N02,205,8,1291541664,1291542804,1,3,1140
11825945@N00,206,1,1370011964,1370012054,1,1,90
11825945@N00,207,1,1378248428,1378248518,1,1,90
11825945@N00,208,1,1379048071,1379048161,1,1,90
11825945@N00,209,5,1389493193,1389494093,1,1,900
11825945@N00,210,8,1403344473,1403345613,1,1,1140
118757159@N03,211,1,1393023090,1393023130,5,3,40
118757159@N03,211,8,1393023130,1393023811,2,3,681
118757159@N03,211,1,1393023811,1393023901,1,3,90
11901577@N03,212,4,1425168331,1425169231,2,1,900
11901577@N03,213,4,1432261320,1432262220,1,1,900
11901577@N03,214,4,1432338691,1432339591,1,1,900
11901577@N03,215,4,1432451575,1432452475,2,1,900
11915551@N07,216,4,1195799188,1195799564,2,9,376
11915551@N07,216,8,1195799564,1195800704,2,9,1140
11915551@N07,216,5,1195802623,1195802798,2,9,175
11915551@N07,216,1,1195802798,1195802888,2,9,90
11915551@N07,216,4,1195804591,1195805491,2,9,900
11915551@N07,216,13,1195808062,1195809862,5,9,1800
11915551@N07,216,6,1195813785,1195814805,2,9,1020
11915551@N07,216,8,1195816421,1195816563,2,9,142
11915551@N07,216,1,1195816563,1195816653,1,9,90
11928454@N04,217,10,1244674345,1244675038,2,19,693
11928454@N04,217,1,1244675038,1244675128,2,19,90
11928454@N04,217,8,1244675136,1244675952,2,19,816
11928454@N04,217,1,1244675952,1244676042,3,19,90
