userID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
10104403@N00,28,24,1375990651,1375992151,1,1,1500
10104914@N07,29,12,1191381339,1191381609,2,5,270
10104914@N07,29,24,1191385160,1191385638,3,5,478
10104914@N07,29,16,1191385638,1191386058,4,5,420
10104914@N07,29,5,1191387753,1191387873,2,5,120
10104914@N07,29,7,1191390468,1191390588,1,5,120
10106605@N07,30,12,1338524426,1338524507,4,8,81
10106605@N07,30,24,1338524507,1338524625,6,8,118
10106605@N07,30,20,1338524625,1338524646,2,8,21
10106605@N07,30,24,1338524646,1338524848,3,8,202
10106605@N07,30,25,1338524848,1338524927,2,8,79
10106605@N07,30,15,1338524927,1338525175,2,8,248
10106605@N07,30,6,1338525175,1338525295,2,8,120
10106605@N07,30,19,1338525335,1338525875,10,8,540
10106605@N07,31,14,1351666577,1351666937,1,1,360
10106605@N07,32,24,1353991520,1353993020,9,1,1500
101075959@N06,33,19,1376208176,1376208716,2,12,540
101075959@N06,33,7,1376209889,1376210009,2,12,120
101075959@N06,33,16,1376211626,1376211711,2,12,85
101075959@N06,33,23,1376211711,1376211996,2,12,285
101075959@N06,33,12,1376211996,1376212154,2,12,158
101075959@N06,33,24,1376212154,1376212251,2,12,97
101075959@N06,33,25,1376212251,1376214351,5,12,2100
101075959@N06,33,4,1376215090,1376215180,3,12,90
101075959@N06,33,14,1376215636,1376215745,3,12,109
101075959@N06,33,6,1376215745,1376215865,5,12,120
101075959@N06,33,12,1376218372,1376218642,3,12,270
101075959@N06,33,16,1376218669,1376219089,10,12,420
101200606@N03,34,24,1387927191,1387928691,1,1,1500
101200606@N03,35,16,1387964968,1387965388,2,1,420
101208631@N08,36,20,1381455452,1381456052,3,2,600
101208631@N08,36,16,1381473785,1381474205,1,2,420
10129939@N08,37,18,1335850672,1335851212,8,3,540
10129939@N08,37,7,1335855819,1335855939,2,3,120
10129939@N08,37,11,1335857550,1335857790,1,3,240
10129939@N08,38,3,1336104829,1336104919,2,2,90
10129939@N08,38,11,1336106905,1336107145,2,2,240
10129939@N08,39,4,1336361039,1336361129,1,1,90
101312296@N05,40,18,1374673764,1374674304,1,1,540
101316071@N05,41,22,1396933646,1396933717,2,5,71
101316071@N05,41,24,1396933717,1396935217,3,5,1500
101316071@N05,41,17,1396936216,1396936636,2,5,420
101316071@N05,41,19,1396939970,1396940510,4,5,540
101316071@N05,41,6,1396952747,1396952867,5,5,120
101334634@N07,42,12,1383986193,1383986463,1,1,270
101355699@N08,43,24,1407725136,1407725312,2,8,176
101355699@N08,43,25,1407725312,1407727412,4,8,2100
101355699@N08,43,6,1407737630,1407737750,2,8,120
101355699@N08,43,14,1407742314,1407742436,2,8,122
101355699@N08,43,19,1407742436,1407742976,4,8,540
101355699@N08,43,16,1407744393,1407744813,4,8,420
101355699@N08,43,18,1407744979,1407745519,3,8,540
101355699@N08,43,10,1407759559,1407759709,1,8,150
10136713@N00,44,17,1202863893,1202864313,3,2,420
10136713@N00,44,18,1202870473,1202871013,2,2,540
10152427@N08,45,24,1250508963,1250510463,3,2,1500
10152427@N08,45,10,1250514107,1250514257,1,2,150
10152427@N08,46,23,1250951004,1250952204,1,1,1200
101538895@N08,47,12,1423475632,1423475902,3,1,270
101593101@N02,48,13,1441008467,1441008767,2,2,300
101593101@N02,48,10,1441012344,1441012494,1,2,150
101593101@N02,49,24,1465335020,1465336520,3,12,1500
101593101@N02,49,14,1465344616,1465344976,2,12,360
101593101@N02,49,24,1465346511,1465348011,8,12,1500
101593101@N02,49,12,1465353254,1465353524,2,12,270
101593101@N02,49,16,1465355557,1465355977,2,12,420
101593101@N02,49,7,1465356401,1465356521,2,12,120
101593101@N02,49,22,1465371159,1465371669,3,12,510
101593101@N02,49,2,1465371669,1465371729,4,12,60
101593101@N02,49,20,1465375028,1465375141,2,12,113
101593101@N02,49,6,1465375141,1465375261,2,12,120
101593101@N02,49,8,1465375882,1465376002,2,12,120
101593101@N02,49,14,1465376499,1465376859,3,12,360
10182842@N08,50,12,1308370127,1308370236,3,12,109
10182842@N08,50,24,1308370236,1308370307,3,12,71
10182842@N08,50,25,1308370307,1308370984,5,12,677
10182842@N08,50,4,1308370984,1308371074,4,12,90
10182842@N08,50,20,1308371596,1308371772,2,12,176
10182842@N08,50,16,1308371772,1308372054,4,12,282
10182842@N08,50,10,1308372054,1308372204,2,12,150
10182842@N08,50,18,1308373278,1308373740,12,12,462
10182842@N08,50,16,1308373740,1308374111,2,12,371
10182842@N08,50,18,1308374111,1308374199,2,12,88
10182842@N08,50,3,1308374199,1308374289,4,12,90
10182842@N08,50,16,1308374313,1308374733,2,12,420
10182842@N08,51,25,1309743711,1309744093,8,13,382
10182842@N08,51,6,1309744093,1309744213,4,13,120
10182842@N08,51,16,1309744426,1309744846,8,13,420
10182842@N08,51,11,1309746121,1309746293,2,13,172
10182842@N08,51,7,1309746293,1309746413,9,13,120
10182842@N08,51,18,1309748095,1309748635,2,13,540
10182842@N08,51,3,1309749582,1309749672,11,13,90
10182842@N08,51,16,1309753397,1309753817,8,13,420
10182842@N08,51,17,1309755563,1309755983,3,13,420
10182842@N08,51,25,1309771443,1309773543,11,13,2100
10182842@N08,51,19,1309774443,1309774856,6,13,413
10182842@N08,51,16,1309774856,1309775147,2,13,291
10182842@N08,51,17,1309775147,1309775567,2,13,420
10182842@N08,52,12,1310096925,1310097195,2,6,270
10182842@N08,52,17,1310097388,1310097808,6,6,420
10182842@N08,52,16,1310120154,1310120300,5,6,146
10182842@N08,52,19,1310120300,1310120809,3,6,509
10182842@N08,52,17,1310120809,1310121229,5,6,420
10182842@N08,52,12,1310122129,1310122399,4,6,270
10182842@N08,53,8,1310795022,1310795142,3,4,120
10182842@N08,53,16,1310795768,1310796088,2,4,320
10182842@N08,53,7,1310796088,1310796208,6,4,120
10182842@N08,53,15,1310814973,1310815333,1,4,360
10182842@N08,54,19,1310898587,1310898870,2,4,283
10182842@N08,54,16,1310898870,1310899077,2,4,207
10182842@N08,54,19,1310899077,1310899617,2,4,540
10182842@N08,54,16,1310904403,1310904823,2,4,420
10182842@N08,55,12,1311818912,1311819182,2,1,270
10182842@N08,56,13,1312600141,1312600441,7,2,300
10182842@N08,56,12,1312603932,1312604202,1,2,270
10182842@N08,57,7,1313288762,1313288882,28,5,120
10182842@N08,57,16,1313291689,1313292109,3,5,420
10182842@N08,57,5,1313294196,1313294316,6,5,120
10182842@N08,57,16,1313294900,1313295125,2,5,225
10182842@N08,57,17,1313295125,1313295545,4,5,420
10182842@N08,58,16,1316163207,1316163627,6,11,420
10182842@N08,58,25,1316164239,1316164949,3,11,710
10182842@N08,58,16,1316164949,1316165369,2,11,420
10182842@N08,58,25,1316166515,1316168541,4,11,2026
10182842@N08,58,11,1316168541,1316168781,2,11,240
10182842@N08,58,7,1316168828,1316168948,2,11,120
10182842@N08,58,16,1316168949,1316169121,2,11,172
10182842@N08,58,11,1316169121,1316169361,3,11,240
10182842@N08,58,18,1316169656,1316169855,3,11,199
10182842@N08,58,5,1316169855,1316169975,2,11,120
10182842@N08,58,1,1316170037,1316170097,2,11,60
10182842@N08,59,12,1316498357,1316498627,2,5,270
10182842@N08,59,7,1316501958,1316502078,3,5,120
10182842@N08,59,10,1316503870,1316504020,5,5,150
10182842@N08,59,16,1316504298,1316504718,2,5,420
10182842@N08,59,17,1316504823,1316505243,1,5,420
10182842@N08,60,16,1321068028,1321068420,3,7,392
10182842@N08,60,7,1321068420,1321068495,2,7,75
10182842@N08,60,11,1321068495,1321068735,3,7,240
10182842@N08,60,7,1321068902,1321069022,4,7,120
10182842@N08,60,18,1321070446,1321070692,2,7,246
10182842@N08,60,1,1321070692,1321070752,4,7,60
10182842@N08,60,16,1321070813,1321071233,3,7,420
10182842@N08,61,19,1324094158,1324094698,2,3,540
10182842@N08,61,16,1324095939,1324096359,4,3,420
10182842@N08,61,17,1324096843,1324097263,1,3,420
10182842@N08,62,6,1327128084,1327128204,3,2,120
10182842@N08,62,16,1327129004,1327129424,14,2,420
10182842@N08,63,19,1330720373,1330720913,2,1,540
10182842@N08,64,12,1331470911,1331471141,2,15,230
10182842@N08,64,17,1331471141,1331471314,2,15,173
10182842@N08,64,4,1331471314,1331471404,2,15,90
10182842@N08,64,18,1331471579,1331472119,2,15,540
10182842@N08,64,11,1331472556,1331472796,2,15,240
10182842@N08,64,7,1331473039,1331473159,4,15,120
10182842@N08,64,18,1331475405,1331475945,4,15,540
10182842@N08,64,19,1331477119,1331477659,2,15,540
10182842@N08,64,6,1331477953,1331478022,2,15,69
10182842@N08,64,19,1331478022,1331478187,2,15,165
10182842@N08,64,4,1331478187,1331478277,2,15,90
10182842@N08,64,8,1331478302,1331478370,2,15,68
10182842@N08,64,4,1331478370,1331478460,3,15,90
10182842@N08,64,25,1331479608,1331479912,4,15,304
10182842@N08,64,13,1331479912,1331480212,2,15,300
10182842@N08,65,17,1332565863,1332565941,3,9,78
10182842@N08,65,23,1332565941,1332566094,2,9,153
10182842@N08,65,16,1332566094,1332566514,4,9,420
10182842@N08,65,10,1332566522,1332566672,8,9,150
10182842@N08,65,5,1332567041,1332567161,7,9,120
10182842@N08,65,18,1332567701,1332567838,2,9,137
10182842@N08,65,5,1332567838,1332567958,2,9,120
10182842@N08,65,7,1332568158,1332568278,8,9,120
10182842@N08,65,16,1332569631,1332570051,1,9,420
10182842@N08,66,7,1333269566,1333269633,3,3,67
10182842@N08,66,16,1333269633,1333269764,2,3,131
10182842@N08,66,7,1333269764,1333269884,1,3,120
10182842@N08,67,25,1334413239,1334415339,9,11,2100
10182842@N08,67,6,1334416457,1334416507,2,11,50
10182842@N08,67,20,1334416507,1334416677,5,11,170
10182842@N08,67,24,1334416677,1334416719,2,11,42
10182842@N08,67,20,1334416719,1334416978,3,11,259
10182842@N08,67,6,1334416978,1334417098,2,11,120
10182842@N08,67,16,1334417203,1334417488,2,11,285
10182842@N08,67,7,1334417488,1334417608,9,11,120
10182842@N08,67,10,1334418891,1334418943,2,11,52
10182842@N08,67,7,1334418943,1334419063,3,11,120
10182842@N08,67,3,1334419324,1334419414,2,11,90
10182842@N08,68,24,1336276158,1336276712,3,13,554
10182842@N08,68,6,1336276712,1336276832,2,13,120
10182842@N08,68,11,1336277258,1336277492,3,13,234
10182842@N08,68,16,1336277492,1336277507,2,13,15
10182842@N08,68,11,1336277507,1336277747,2,13,240
10182842@N08,68,19,1336277880,1336278420,3,13,540
10182842@N08,68,11,1336278643,1336278878,5,13,235
10182842@N08,68,18,1336278878,1336278983,2,13,105
10182842@N08,68,11,1336278983,1336279200,3,13,217
10182842@N08,68,7,1336279200,1336279320,12,13,120
10182842@N08,68,18,1336280086,1336280374,2,13,288
10182842@N08,68,6,1336280374,1336280494,2,13,120
10182842@N08,68,17,1336280602,1336281022,1,13,420
10182842@N08,69,24,1338164779,1338164946,2,8,167
10182842@N08,69,25,1338164946,1338165375,2,8,429
10182842@N08,69,24,1338165375,1338165660,5,8,285
10182842@N08,69,13,1338165660,1338165884,5,8,224
10182842@N08,69,25,1338165884,1338166649,5,8,765
10182842@N08,69,16,1338166649,1338166690,2,8,41
10182842@N08,69,8,1338166690,1338166810,3,8,120
10182842@N08,69,19,1338167318,1338167858,4,8,540
10182842@N08,70,19,1339084431,1339084856,3,3,425
10182842@N08,70,17,1339084856,1339085276,2,3,420
10182842@N08,70,12,1339092743,1339093013,3,3,270
10182842@N08,71,24,1339904064,1339904921,7,6,857
10182842@N08,71,14,1339904921,1339905281,17,6,360
10182842@N08,71,6,1339910304,1339910424,2,6,120
10182842@N08,71,12,1339910790,1339911060,2,6,270
10182842@N08,71,14,1339914145,1339914505,2,6,360
10182842@N08,71,12,1339915564,1339915834,3,6,270
10182842@N08,72,14,1340319968,1340320328,9,3,360
10182842@N08,72,24,1340323802,1340325302,4,3,1500
10182842@N08,72,12,1340326792,1340327062,1,3,270
10182842@N08,73,24,1341371311,1341372811,9,5,1500
10182842@N08,73,14,1341373660,1341374020,15,5,360
10182842@N08,73,9,1341375936,1341376028,2,5,92
10182842@N08,73,14,1341376028,1341376034,2,5,6
10182842@N08,73,24,1341376034,1341377534,4,5,1500
10182842@N08,74,24,1341574157,1341574549,2,3,392
10182842@N08,74,14,1341574549,1341574909,16,3,360
10182842@N08,74,19,1341578501,1341579041,1,3,540
10182842@N08,75,12,1343466338,1343466608,5,9,270
10182842@N08,75,13,1343467632,1343467903,6,9,271
10182842@N08,75,12,1343467903,1343468173,2,9,270
10182842@N08,75,8,1343468826,1343468946,6,9,120
10182842@N08,75,14,1343469826,1343470186,3,9,360
10182842@N08,75,19,1343470446,1343470986,3,9,540
10182842@N08,75,16,1343472756,1343472972,3,9,216
10182842@N08,75,19,1343472972,1343473274,3,9,302
10182842@N08,75,23,1343473274,1343474474,1,9,1200
10182842@N08,76,14,1345191734,1345192094,8,8,360
10182842@N08,76,16,1345194989,1345195409,2,8,420
10182842@N08,76,7,1345195526,1345195646,3,8,120
10182842@N08,76,18,1345195856,1345196396,7,8,540
10182842@N08,76,5,1345198029,1345198149,3,8,120
10182842@N08,76,16,1345198270,1345198690,3,8,420
10182842@N08,76,14,1345199662,1345200022,4,8,360
10182842@N08,76,13,1345200826,1345201126,1,8,300
10182842@N08,77,24,1348125250,1348126750,2,1,1500
10182842@N08,78,12,1352595875,1352596145,2,4,270
10182842@N08,78,14,1352596678,1352597038,3,4,360
10182842@N08,78,5,1352601047,1352601167,2,4,120
10182842@N08,78,1,1352601682,1352601742,1,4,60
10182842@N08,79,21,1355889095,1355889995,1,1,900
10182842@N08,80,14,1357348998,1357349358,2,1,360
10182842@N08,81,22,1362210887,1362211907,2,2,1020
10182842@N08,81,14,1362216589,1362216949,3,2,360
10182842@N08,82,7,1364417837,1364417957,1,1,120
10182842@N08,83,24,1365215576,1365216049,2,2,473
10182842@N08,83,12,1365216049,1365216319,1,2,270
10182842@N08,84,22,1371951748,1371952219,2,8,471
10182842@N08,84,25,1371952219,1371952891,3,8,672
10182842@N08,84,14,1371952891,1371953025,2,8,134
10182842@N08,84,19,1371953025,1371953348,3,8,323
10182842@N08,84,14,1371953348,1371953708,2,8,360
10182842@N08,84,19,1371955695,1371956235,3,8,540
10182842@N08,84,16,1371958099,1371958445,2,8,346
10182842@N08,84,17,1371958445,1371958865,1,8,420
10182842@N08,85,10,1391156430,1391156580,2,4,150
10182842@N08,85,16,1391156688,1391157108,5,4,420
10182842@N08,85,4,1391158262,1391158352,2,4,90
10182842@N08,85,13,1391159190,1391159490,7,4,300
10182842@N08,86,25,1399615929,1399617319,4,3,1390
10182842@N08,86,14,1399617319,1399617679,2,3,360
10182842@N08,86,19,1399617849,1399618389,2,3,540
10182842@N08,87,25,1401612720,1401614820,1,1,2100
10182842@N08,88,1,1408103221,1408103281,1,1,60
10182842@N08,89,17,1413004686,1413005106,1,1,420
10182842@N08,90,14,1417659199,1417659559,7,3,360
10182842@N08,90,19,1417662393,1417662485,2,3,92
10182842@N08,90,23,1417662485,1417663685,2,3,1200
10182842@N08,91,25,1425005869,1425007969,1,1,2100
10185356@N05,92,17,1377100214,1377100634,2,5,420
10185356@N05,92,25,1377103673,1377104972,3,5,1299
10185356@N05,92,15,1377104972,1377105332,2,5,360
10185356@N05,92,24,1377106142,1377107642,2,5,1500
10185356@N05,92,25,1377109884,1377111984,1,5,2100
10185356@N05,93,16,1377193402,1377193822,2,4,420
10185356@N05,93,5,1377194654,1377194774,2,4,120
10185356@N05,93,7,1377197013,1377197133,3,4,120
10185356@N05,93,19,1377202114,1377202654,3,4,540
10185356@N05,94,14,1377304118,1377304478,4,7,360
10185356@N05,94,18,1377306359,1377306407,3,7,48
10185356@N05,94,10,1377306407,1377306557,2,7,150
10185356@N05,94,18,1377306584,1377306683,2,7,99
10185356@N05,94,10,1377306683,1377306833,2,7,150
10185356@N05,94,18,1377308497,1377309037,3,7,540
10185356@N05,94,7,1377309193,1377309313,1,7,120
101957095@N05,95,10,1384311505,1384311655,2,2,150
101957095@N05,95,1,1384315440,1384315500,1,2,60
10196023@N00,96,24,1191043557,1191045057,1,1,1500
10196023@N00,97,10,1191582345,1191582495,2,3,150
10196023@N00,97,6,1191582915,1191583035,2,3,120
10196023@N00,97,20,1191583454,1191584054,1,3,600
10196023@N00,98,25,1199243948,1199246048,1,1,2100
10196023@N00,99,24,1202534430,1202535930,1,1,1500
10196023@N00,100,25,1203139156,1203141256,3,1,2100
10196023@N00,101,12,1203198543,1203198813,1,1,270
10196023@N00,102,12,1203726945,1203727215,3,2,270
10196023@N00,102,24,1203727314,1203728814,3,2,1500
10196023@N00,103,24,1205537600,1205539100,2,2,1500
10196023@N00,103,19,1205562571,1205563111,15,2,540
10196023@N00,104,7,1212814062,1212814182,2,2,120
10196023@N00,104,24,1212816258,1212817758,1,2,1500
10196023@N00,105,7,1214784572,1214784692,1,1,120
10196023@N00,106,24,1215754050,1215755550,1,1,1500
10196023@N00,107,16,1215860971,1215861391,1,1,420
10196023@N00,108,23,1223035022,1223036222,2,3,1200
10196023@N00,108,16,1223038292,1223038712,2,3,420
10196023@N00,108,12,1223040982,1223041252,1,3,270
10196023@N00,109,11,1225446129,1225446369,2,2,240
10196023@N00,109,25,1225449335,1225451435,1,2,2100
10196023@N00,110,6,1225941509,1225941629,1,1,120
10196023@N00,111,24,1232167239,1232168739,1,1,1500
10196023@N00,112,17,1247254848,1247255268,1,1,420
10196023@N00,113,10,1247302827,1247302977,2,2,150
10196023@N00,113,2,1247309431,1247309491,1,2,60
10196023@N00,114,6,1247384198,1247384318,1,1,120
10196023@N00,115,5,1266636978,1266637098,1,1,120
10196023@N00,116,13,1269651305,1269651605,1,1,300
10196023@N00,117,20,1278838174,1278838774,2,3,600
10196023@N00,117,16,1278844443,1278844863,2,3,420
10196023@N00,117,22,1278853059,1278854079,1,3,1020
10196023@N00,118,24,1287820724,1287821191,2,3,467
10196023@N00,118,22,1287821191,1287822211,2,3,1020
10196023@N00,118,13,1287823660,1287823960,3,3,300
10196023@N00,119,20,1289099355,1289099955,1,1,600
10196023@N00,120,24,1301701714,1301703214,2,2,1500
10196023@N00,120,25,1301709365,1301711465,3,2,2100
10196023@N00,121,16,1307758268,1307758688,1,1,420
10196023@N00,122,9,1340525383,1340525503,1,1,120
10196023@N00,123,8,1340611496,1340611616,1,1,120
10196023@N00,124,1,1341212713,1341212773,1,1,60
10196023@N00,125,8,1341785167,1341785287,1,1,120
10196023@N00,126,8,1347063095,1347063215,2,2,120
10196023@N00,126,2,1347063368,1347063428,1,2,60
10196023@N00,127,24,1365902707,1365904207,1,1,1500
10196023@N00,128,22,1436684790,1436685810,1,1,1020
102237062@N02,129,6,1451422532,1451422652,3,17,120
102237062@N02,129,15,1451425168,1451425528,10,17,360
102237062@N02,129,18,1451427825,1451428365,2,17,540
102237062@N02,129,16,1451430360,1451430600,6,17,240
102237062@N02,129,11,1451430600,1451430840,3,17,240
102237062@N02,129,14,1451430967,1451431327,12,17,360
102237062@N02,129,25,1451435057,1451437157,2,17,2100
102237062@N02,129,15,1451440407,1451440767,4,17,360
102237062@N02,129,16,1451443542,1451443962,5,17,420
102237062@N02,129,11,1451445276,1451445516,2,17,240
102237062@N02,129,24,1451446437,1451447937,8,17,1500
102237062@N02,129,6,1451464554,1451464674,4,17,120
102237062@N02,129,14,1451464932,1451465292,3,17,360
102237062@N02,129,16,1451465918,1451466338,73,17,420
102237062@N02,129,11,1451471062,1451471302,4,17,240
102237062@N02,129,16,1451473532,1451473952,20,17,420
102237062@N02,129,17,1451475238,1451475658,1,17,420
10242313@N05,130,13,1200642538,1200642838,3,1,300
10242313@N05,131,20,1236421853,1236421868,5,4,15
10242313@N05,131,12,1236421868,1236421879,4,4,11
10242313@N05,131,24,1236421879,1236422552,9,4,673
10242313@N05,131,12,1236422552,1236422822,12,4,270
10259875@N03,132,17,1342667694,1342668114,3,17,420
10259875@N03,132,7,1342671271,1342671391,2,17,120
10259875@N03,132,1,1342673494,1342673554,2,17,60
10259875@N03,132,24,1342675132,1342676253,3,17,1121
10259875@N03,132,20,1342676253,1342676350,3,17,97
10259875@N03,132,24,1342676350,1342677047,2,17,697
10259875@N03,132,20,1342677047,1342677647,2,17,600
10259875@N03,132,15,1342681895,1342682255,2,17,360
10259875@N03,132,6,1342692492,1342692612,2,17,120
10259875@N03,132,20,1342694574,1342694668,2,17,94
10259875@N03,132,13,1342694668,1342694968,2,17,300
10259875@N03,132,20,1342695868,1342696468,2,17,600
10259875@N03,132,16,1342697656,1342698076,2,17,420
10259875@N03,132,14,1342698308,1342698560,2,17,252
10259875@N03,132,6,1342698560,1342698680,2,17,120
10259875@N03,132,7,1342705929,1342706049,2,17,120
10259875@N03,132,19,1342706933,1342707473,1,17,540
10259875@N03,133,24,1455686284,1455687784,3,14,1500
10259875@N03,133,19,1455688550,1455689090,2,14,540
10259875@N03,133,24,1455694117,1455695617,3,14,1500
10259875@N03,133,18,1455702295,1455702835,2,14,540
10259875@N03,133,5,1455703241,1455703361,3,14,120
10259875@N03,133,16,1455708684,1455708896,2,14,212
10259875@N03,133,11,1455708896,1455709136,2,14,240
10259875@N03,133,16,1455709149,1455709172,2,14,23
10259875@N03,133,19,1455709172,1455709517,4,14,345
10259875@N03,133,14,1455709517,1455709815,4,14,298
10259875@N03,133,2,1455709815,1455709875,2,14,60
10259875@N03,133,25,1455709979,1455710072,2,14,93
10259875@N03,133,22,1455710072,1455710204,2,14,132
10259875@N03,133,24,1455710204,1455711704,1,14,1500
10259875@N03,134,19,1455771676,1455772216,1,1,540
102667810@N03,135,10,1366526811,1366526961,9,6,150
102667810@N03,135,16,1366529121,1366529541,5,6,420
102667810@N03,135,6,1366531395,1366531515,2,6,120
102667810@N03,135,16,1366531758,1366532178,2,6,420
102667810@N03,135,1,1366534382,1366534442,4,6,60
102667810@N03,135,16,1366545113,1366545533,2,6,420
10274899@N06,136,25,1248929159,1248930328,2,5,1169
10274899@N06,136,13,1248930328,1248930628,2,5,300
10274899@N06,136,19,1248935708,1248936248,2,5,540
10274899@N06,136,7,1248939338,1248939458,2,5,120
10274899@N06,136,12,1248945671,1248945941,1,5,270
10295241@N02,137,14,1366414486,1366414792,2,9,306
10295241@N02,137,15,1366414792,1366414937,2,9,145
10295241@N02,137,18,1366414937,1366415477,2,9,540
10295241@N02,137,11,1366419965,1366420205,2,9,240
10295241@N02,137,17,1366444425,1366444593,2,9,168
10295241@N02,137,23,1366444593,1366445392,2,9,799
10295241@N02,137,17,1366445392,1366445812,4,9,420
10295241@N02,137,18,1366448270,1366448810,4,9,540
10295241@N02,137,17,1366451634,1366452054,1,9,420
10295241@N02,138,3,1366512800,1366512890,10,1,90
10295241@N02,139,15,1425111420,1425111780,1,1,360
10295241@N02,140,15,1430991701,1430992061,1,1,360
10295241@N02,141,14,1434172794,1434173154,2,2,360
10295241@N02,141,8,1434177913,1434178033,1,2,120
10295241@N02,142,24,1441419635,1441421135,1,1,1500
10295241@N02,143,15,1441517650,1441518010,3,3,360
10295241@N02,143,19,1441530079,1441530481,2,3,402
10295241@N02,143,14,1441530481,1441530841,1,3,360
10295241@N02,144,12,1441586538,1441586808,2,2,270
10295241@N02,144,8,1441594832,1441594952,1,2,120
102953813@N07,145,12,1272093031,1272093052,4,6,21
102953813@N07,145,24,1272093052,1272094552,3,6,1500
102953813@N07,145,6,1272094846,1272094966,2,6,120
102953813@N07,145,23,1272095896,1272096396,2,6,500
102953813@N07,145,10,1272096396,1272096396,2,6,0
102953813@N07,145,18,1272096396,1272096936,1,6,540
102953813@N07,146,19,1272619828,1272620368,1,1,540
102953813@N07,147,12,1284278133,1284278165,3,2,32
102953813@N07,147,24,1284278165,1284279665,2,2,1500
102953813@N07,148,19,1358315371,1358315911,1,1,540
102953813@N07,149,19,1359441019,1359441559,1,1,540
102953813@N07,150,14,1362266493,1362266853,2,1,360
102953813@N07,151,19,1365762317,1365762857,2,2,540
102953813@N07,151,24,1365763726,1365765226,1,2,1500
102953813@N07,152,17,1365907334,1365907754,3,3,420
102953813@N07,152,19,1365910440,1365910980,2,3,540
102953813@N07,152,18,1365916064,1365916604,1,3,540
102953813@N07,153,14,1367545804,1367546164,5,10,360
102953813@N07,153,6,1367547149,1367547269,4,10,120
102953813@N07,153,19,1367547544,1367548084,2,10,540
102953813@N07,153,17,1367548854,1367549274,2,10,420
102953813@N07,153,16,1367549673,1367549886,2,10,213
102953813@N07,153,5,1367549886,1367549911,2,10,25
102953813@N07,153,10,1367549911,1367550061,2,10,150
102953813@N07,153,3,1367550077,1367550167,3,10,90
102953813@N07,153,10,1367550992,1367551142,2,10,150
102953813@N07,153,16,1367551305,1367551725,2,10,420
102953813@N07,154,4,1371950621,1371950711,2,14,90
102953813@N07,154,8,1371950770,1371950890,2,14,120
102953813@N07,154,14,1371951189,1371951549,3,14,360
102953813@N07,154,23,1371956447,1371956758,2,14,311
102953813@N07,154,16,1371956758,1371957178,2,14,420
102953813@N07,154,10,1371958124,1371958274,2,14,150
102953813@N07,154,19,1371958407,1371958888,3,14,481
102953813@N07,154,14,1371958888,1371959248,3,14,360
102953813@N07,154,11,1371962697,1371962937,2,14,240
102953813@N07,154,16,1371963245,1371963665,2,14,420
102953813@N07,154,7,1371964111,1371964231,3,14,120
102953813@N07,154,16,1371966675,1371967095,4,14,420
102953813@N07,154,12,1371980250,1371980520,2,14,270
102953813@N07,154,14,1371981173,1371981533,3,14,360
102953813@N07,155,12,1372746097,1372746367,2,18,270
